id,period,capacity,outage,percent_outage,capacity_units,outage_units,percent_outage_units,cluster
1241,2021-07-06,95546.4,4003.89,4.19,megawatts,megawatts,percent,1
1242,2021-07-05,95546.4,3990.02,4.18,megawatts,megawatts,percent,1
1243,2021-07-04,95546.4,3928.32,4.11,megawatts,megawatts,percent,1
1244,2021-07-03,95546.4,3866.88,4.05,megawatts,megawatts,percent,1
1245,2021-07-02,95546.4,3709.09,3.88,megawatts,megawatts,percent,1
1246,2021-07-01,95546.4,4257.14,4.46,megawatts,megawatts,percent,1
1247,2021-06-30,95546.4,3746.15,3.92,megawatts,megawatts,percent,1
1248,2021-06-29,95546.4,3795.75,3.97,megawatts,megawatts,percent,1
1249,2021-06-28,95546.4,3795.75,3.97,megawatts,megawatts,percent,1
1250,2021-06-27,95546.4,5001.71,5.23,megawatts,megawatts,percent,3
1251,2021-06-26,95546.4,4705.05,4.92,megawatts,megawatts,percent,3
1252,2021-06-25,95546.4,3874.15,4.05,megawatts,megawatts,percent,1
1253,2021-06-24,95546.4,3860.0,4.04,megawatts,megawatts,percent,1
1254,2021-06-23,95546.4,3615.35,3.78,megawatts,megawatts,percent,1
1255,2021-06-22,95546.4,2280.43,2.39,megawatts,megawatts,percent,1
1256,2021-06-21,95546.4,2817.09,2.95,megawatts,megawatts,percent,1
1257,2021-06-20,95546.4,1739.03,1.82,megawatts,megawatts,percent,1
1258,2021-06-19,95546.4,3737.49,3.91,megawatts,megawatts,percent,1
1259,2021-06-18,95546.4,5359.48,5.61,megawatts,megawatts,percent,3
1260,2021-06-17,95546.4,5828.35,6.1,megawatts,megawatts,percent,3
1261,2021-06-16,95546.4,5816.85,6.09,megawatts,megawatts,percent,3
1262,2021-06-15,95546.4,6000.84,6.28,megawatts,megawatts,percent,3
1263,2021-06-14,95546.4,5829.12,6.1,megawatts,megawatts,percent,3
1264,2021-06-13,95546.4,7793.75,8.16,megawatts,megawatts,percent,3
1265,2021-06-12,95546.4,8154.62,8.53,megawatts,megawatts,percent,3
1266,2021-06-11,95546.4,6386.55,6.68,megawatts,megawatts,percent,3
1267,2021-06-10,95546.4,5032.56,5.27,megawatts,megawatts,percent,3
1268,2021-06-09,95546.4,5019.83,5.25,megawatts,megawatts,percent,3
1269,2021-06-08,95546.4,5988.67,6.27,megawatts,megawatts,percent,3
1270,2021-06-07,95546.4,4758.85,4.98,megawatts,megawatts,percent,3
1271,2021-06-06,95546.4,5564.52,5.82,megawatts,megawatts,percent,3
1272,2021-06-05,95546.4,4231.46,4.43,megawatts,megawatts,percent,1
1273,2021-06-04,95546.4,2607.77,2.73,megawatts,megawatts,percent,1
1274,2021-06-03,95546.4,2775.37,2.9,megawatts,megawatts,percent,1
1275,2021-06-02,95546.4,3320.07,3.47,megawatts,megawatts,percent,1
1276,2021-06-01,95546.4,3320.07,3.47,megawatts,megawatts,percent,1
1277,2021-05-31,95546.4,3775.55,3.95,megawatts,megawatts,percent,1
1278,2021-05-30,95546.4,4499.31,4.71,megawatts,megawatts,percent,1
1279,2021-05-29,95546.4,4670.36,4.89,megawatts,megawatts,percent,3
1280,2021-05-28,95546.4,6091.27,6.38,megawatts,megawatts,percent,3
1281,2021-05-27,95546.4,6416.37,6.72,megawatts,megawatts,percent,3
1282,2021-05-26,95546.4,5993.84,6.27,megawatts,megawatts,percent,3
1283,2021-05-25,95546.4,5746.83,6.01,megawatts,megawatts,percent,3
1284,2021-05-24,95546.4,4282.36,4.48,megawatts,megawatts,percent,1
1285,2021-05-23,95546.4,6563.84,6.87,megawatts,megawatts,percent,3
1286,2021-05-22,95546.4,8474.51,8.87,megawatts,megawatts,percent,3
1287,2021-05-21,95546.4,8341.72,8.73,megawatts,megawatts,percent,3
1288,2021-05-20,95546.4,8789.58,9.2,megawatts,megawatts,percent,3
1289,2021-05-19,95546.4,8683.75,9.09,megawatts,megawatts,percent,3
1290,2021-05-18,95546.4,10988.15,11.5,megawatts,megawatts,percent,0
1291,2021-05-17,95546.4,11409.39,11.94,megawatts,megawatts,percent,0
1292,2021-05-16,95546.4,13938.58,14.59,megawatts,megawatts,percent,0
1293,2021-05-15,95546.4,14625.61,15.31,megawatts,megawatts,percent,0
1294,2021-05-14,95546.4,15158.2,15.86,megawatts,megawatts,percent,0
1295,2021-05-13,95546.4,16412.94,17.18,megawatts,megawatts,percent,2
1296,2021-05-12,95546.4,16007.2,16.75,megawatts,megawatts,percent,2
1297,2021-05-11,95546.4,16462.04,17.23,megawatts,megawatts,percent,2
1298,2021-05-10,95546.4,17017.87,17.81,megawatts,megawatts,percent,2
1299,2021-05-09,95546.4,17431.96,18.24,megawatts,megawatts,percent,2
1300,2021-05-08,95546.4,17102.81,17.9,megawatts,megawatts,percent,2
1301,2021-05-07,95546.4,16111.13,16.86,megawatts,megawatts,percent,2
1302,2021-05-06,95546.4,15134.24,15.84,megawatts,megawatts,percent,0
1303,2021-05-05,95546.4,15448.39,16.17,megawatts,megawatts,percent,2
1304,2021-05-04,95546.4,15431.87,16.15,megawatts,megawatts,percent,2
1305,2021-05-03,95546.4,17101.16,17.9,megawatts,megawatts,percent,2
1306,2021-05-02,95546.4,18437.23,19.3,megawatts,megawatts,percent,2
1307,2021-05-01,95546.4,17408.27,18.22,megawatts,megawatts,percent,2
1308,2021-04-30,95546.4,16736.81,17.52,megawatts,megawatts,percent,2
1309,2021-04-29,95546.4,16846.05,17.63,megawatts,megawatts,percent,2
1310,2021-04-28,95546.4,17117.6,17.92,megawatts,megawatts,percent,2
1311,2021-04-27,95546.4,17767.7,18.6,megawatts,megawatts,percent,2
1312,2021-04-26,95546.4,18507.08,19.37,megawatts,megawatts,percent,2
1313,2021-04-25,95546.4,19506.16,20.42,megawatts,megawatts,percent,2
1314,2021-04-24,95546.4,20030.21,20.96,megawatts,megawatts,percent,2
1315,2021-04-23,95546.4,20019.83,20.95,megawatts,megawatts,percent,2
1316,2021-04-22,95546.4,20313.74,21.26,megawatts,megawatts,percent,2
1317,2021-04-21,95546.4,19997.55,20.93,megawatts,megawatts,percent,2
1318,2021-04-20,95546.4,20554.32,21.51,megawatts,megawatts,percent,2
1319,2021-04-19,95546.4,19746.5,20.67,megawatts,megawatts,percent,2
1320,2021-04-18,95546.4,20027.41,20.96,megawatts,megawatts,percent,2
1321,2021-04-17,95546.4,20986.56,21.96,megawatts,megawatts,percent,2
1322,2021-04-16,95546.4,19380.47,20.28,megawatts,megawatts,percent,2
1323,2021-04-15,95546.4,19605.8,20.52,megawatts,megawatts,percent,2
1324,2021-04-14,95546.4,18976.07,19.86,megawatts,megawatts,percent,2
1325,2021-04-13,95546.4,19146.55,20.04,megawatts,megawatts,percent,2
1326,2021-04-12,95546.4,19346.75,20.25,megawatts,megawatts,percent,2
1327,2021-04-11,95546.4,19934.73,20.86,megawatts,megawatts,percent,2
1328,2021-04-10,95546.4,19763.86,20.69,megawatts,megawatts,percent,2
1329,2021-04-09,95546.4,16165.24,16.92,megawatts,megawatts,percent,2
1330,2021-04-08,95546.4,16643.23,17.42,megawatts,megawatts,percent,2
1331,2021-04-07,95546.4,17033.16,17.83,megawatts,megawatts,percent,2
1332,2021-04-06,95546.4,17347.87,18.16,megawatts,megawatts,percent,2
1333,2021-04-05,95546.4,17589.49,18.41,megawatts,megawatts,percent,2
1334,2021-04-04,95546.4,17633.69,18.46,megawatts,megawatts,percent,2
1335,2021-04-03,95546.4,18194.73,19.04,megawatts,megawatts,percent,2
1336,2021-04-02,95546.4,17735.38,18.56,megawatts,megawatts,percent,2
1337,2021-04-01,95546.4,17335.09,18.14,megawatts,megawatts,percent,2
1338,2021-03-31,98903.9,17374.35,17.57,megawatts,megawatts,percent,2
1339,2021-03-30,98903.9,17344.8,17.54,megawatts,megawatts,percent,2
1340,2021-03-29,98903.9,16671.35,16.86,megawatts,megawatts,percent,2
1341,2021-03-28,98903.9,16840.49,17.03,megawatts,megawatts,percent,2
1342,2021-03-27,98903.9,17106.62,17.3,megawatts,megawatts,percent,2
1343,2021-03-26,98903.9,16614.76,16.8,megawatts,megawatts,percent,2
1344,2021-03-25,98903.9,16134.52,16.31,megawatts,megawatts,percent,2
1345,2021-03-24,98903.9,15198.63,15.37,megawatts,megawatts,percent,0
1346,2021-03-23,98903.9,15948.06,16.12,megawatts,megawatts,percent,2
1347,2021-03-22,98903.9,16213.28,16.39,megawatts,megawatts,percent,2
1348,2021-03-21,98903.9,14622.9,14.78,megawatts,megawatts,percent,0
1349,2021-03-20,98903.9,13608.42,13.76,megawatts,megawatts,percent,0
1350,2021-03-19,98903.9,13854.19,14.01,megawatts,megawatts,percent,0
1351,2021-03-18,98903.9,14030.01,14.19,megawatts,megawatts,percent,0
1352,2021-03-17,98903.9,12960.14,13.1,megawatts,megawatts,percent,0
1353,2021-03-16,98903.9,12937.88,13.08,megawatts,megawatts,percent,0
1354,2021-03-15,98903.9,12744.67,12.89,megawatts,megawatts,percent,0
1355,2021-03-14,98903.9,11277.29,11.4,megawatts,megawatts,percent,0
1356,2021-03-13,98903.9,10766.14,10.89,megawatts,megawatts,percent,0
1357,2021-03-12,98903.9,10146.96,10.26,megawatts,megawatts,percent,0
1358,2021-03-11,98903.9,10253.86,10.37,megawatts,megawatts,percent,0
1359,2021-03-10,98903.9,10370.13,10.49,megawatts,megawatts,percent,0
1360,2021-03-09,98903.9,10598.92,10.72,megawatts,megawatts,percent,0
1361,2021-03-08,98903.9,10723.77,10.84,megawatts,megawatts,percent,0
1362,2021-03-07,98903.9,10876.53,11.0,megawatts,megawatts,percent,0
1363,2021-03-06,98903.9,10087.91,10.2,megawatts,megawatts,percent,0
1364,2021-03-05,98903.9,9045.17,9.15,megawatts,megawatts,percent,3
1365,2021-03-04,98903.9,9750.31,9.86,megawatts,megawatts,percent,0
1366,2021-03-03,98903.9,9490.05,9.6,megawatts,megawatts,percent,3
1367,2021-03-02,98903.9,9899.91,10.01,megawatts,megawatts,percent,0
1368,2021-03-01,98903.9,9722.87,9.83,megawatts,megawatts,percent,3
1369,2021-02-28,98903.9,9260.47,9.36,megawatts,megawatts,percent,3
1370,2021-02-27,98903.9,9560.34,9.67,megawatts,megawatts,percent,3
1371,2021-02-26,98903.9,6990.8,7.07,megawatts,megawatts,percent,3
1372,2021-02-25,98903.9,7754.7,7.84,megawatts,megawatts,percent,3
1373,2021-02-24,98903.9,8009.47,8.1,megawatts,megawatts,percent,3
1374,2021-02-23,98903.9,8320.27,8.41,megawatts,megawatts,percent,3
1375,2021-02-22,98903.9,7535.77,7.62,megawatts,megawatts,percent,3
1376,2021-02-21,98903.9,6826.85,6.9,megawatts,megawatts,percent,3
1377,2021-02-20,98903.9,4685.22,4.74,megawatts,megawatts,percent,1
1378,2021-02-19,98903.9,4472.85,4.52,megawatts,megawatts,percent,1
1379,2021-02-18,98903.9,5386.56,5.45,megawatts,megawatts,percent,3
1380,2021-02-17,98903.9,6326.2,6.4,megawatts,megawatts,percent,3
1381,2021-02-16,98903.9,6509.41,6.58,megawatts,megawatts,percent,3
1382,2021-02-15,98903.9,4332.38,4.38,megawatts,megawatts,percent,1
1383,2021-02-14,98903.9,4319.83,4.37,megawatts,megawatts,percent,1
1384,2021-02-13,98903.9,4551.03,4.6,megawatts,megawatts,percent,1
1385,2021-02-12,98903.9,4162.21,4.21,megawatts,megawatts,percent,1
1386,2021-02-11,98903.9,4236.23,4.28,megawatts,megawatts,percent,1
1387,2021-02-10,98903.9,4131.43,4.18,megawatts,megawatts,percent,1
1388,2021-02-09,98903.9,4112.05,4.16,megawatts,megawatts,percent,1
1389,2021-02-08,98903.9,4461.92,4.51,megawatts,megawatts,percent,1
1390,2021-02-07,98903.9,3700.28,3.74,megawatts,megawatts,percent,1
1391,2021-02-06,98903.9,4646.69,4.7,megawatts,megawatts,percent,1
1392,2021-02-05,98903.9,3611.51,3.65,megawatts,megawatts,percent,1
1393,2021-02-04,98903.9,3583.68,3.62,megawatts,megawatts,percent,1
1394,2021-02-03,98903.9,2593.88,2.62,megawatts,megawatts,percent,1
1395,2021-02-02,98903.9,2185.7,2.21,megawatts,megawatts,percent,1
1396,2021-02-01,98903.9,2151.98,2.18,megawatts,megawatts,percent,1
1397,2021-01-31,98903.9,2151.98,2.18,megawatts,megawatts,percent,1
1398,2021-01-30,98903.9,3171.4,3.21,megawatts,megawatts,percent,1
1399,2021-01-29,98903.9,2279.17,2.3,megawatts,megawatts,percent,1
1400,2021-01-28,98903.9,2221.85,2.25,megawatts,megawatts,percent,1
1401,2021-01-27,98903.9,2209.38,2.23,megawatts,megawatts,percent,1
1402,2021-01-26,98903.9,1923.58,1.94,megawatts,megawatts,percent,1
1403,2021-01-25,98903.9,1975.49,2.0,megawatts,megawatts,percent,1
1404,2021-01-24,98903.9,1825.02,1.85,megawatts,megawatts,percent,1
1405,2021-01-23,98903.9,2890.03,2.92,megawatts,megawatts,percent,1
1406,2021-01-22,98903.9,2803.46,2.83,megawatts,megawatts,percent,1
1407,2021-01-21,98903.9,2772.14,2.8,megawatts,megawatts,percent,1
1408,2021-01-20,98903.9,1721.21,1.74,megawatts,megawatts,percent,1
1409,2021-01-19,98903.9,1708.74,1.73,megawatts,megawatts,percent,1
1410,2021-01-18,98903.9,1708.74,1.73,megawatts,megawatts,percent,1
1411,2021-01-17,98903.9,1871.74,1.89,megawatts,megawatts,percent,1
1412,2021-01-16,98903.9,2107.86,2.13,megawatts,megawatts,percent,1
1413,2021-01-15,98903.9,2280.51,2.31,megawatts,megawatts,percent,1
1414,2021-01-14,98903.9,3263.08,3.3,megawatts,megawatts,percent,1
1415,2021-01-13,98903.9,3255.24,3.29,megawatts,megawatts,percent,1
1416,2021-01-12,98903.9,3001.25,3.03,megawatts,megawatts,percent,1
1417,2021-01-11,98903.9,3072.07,3.11,megawatts,megawatts,percent,1
1418,2021-01-10,98903.9,3203.5,3.24,megawatts,megawatts,percent,1
1419,2021-01-09,98903.9,3199.99,3.24,megawatts,megawatts,percent,1
1420,2021-01-08,98903.9,2709.0,2.74,megawatts,megawatts,percent,1
1421,2021-01-07,98903.9,3149.37,3.18,megawatts,megawatts,percent,1
1422,2021-01-06,98903.9,3413.91,3.45,megawatts,megawatts,percent,1
1423,2021-01-05,98903.9,3887.43,3.93,megawatts,megawatts,percent,1
1424,2021-01-04,98903.9,3848.93,3.89,megawatts,megawatts,percent,1
1425,2021-01-03,98903.9,4040.65,4.09,megawatts,megawatts,percent,1
1426,2021-01-02,98903.9,4395.17,4.44,megawatts,megawatts,percent,1
1427,2021-01-01,98903.9,4357.15,4.41,megawatts,megawatts,percent,1
1428,2020-12-31,98719.0,4313.97,4.37,megawatts,megawatts,percent,1
1429,2020-12-30,98719.0,3204.39,3.25,megawatts,megawatts,percent,1
1430,2020-12-29,98719.0,3179.45,3.22,megawatts,megawatts,percent,1
1431,2020-12-28,98719.0,3134.84,3.18,megawatts,megawatts,percent,1
1432,2020-12-27,98719.0,3047.34,3.09,megawatts,megawatts,percent,1
1433,2020-12-26,98719.0,3034.87,3.07,megawatts,megawatts,percent,1
1434,2020-12-25,98719.0,3031.88,3.07,megawatts,megawatts,percent,1
1435,2020-12-24,98719.0,2177.7,2.21,megawatts,megawatts,percent,1
1436,2020-12-23,98719.0,3168.31,3.21,megawatts,megawatts,percent,1
1437,2020-12-22,98719.0,4598.96,4.66,megawatts,megawatts,percent,1
1438,2020-12-21,98719.0,5680.4,5.75,megawatts,megawatts,percent,3
1439,2020-12-20,98719.0,6366.12,6.45,megawatts,megawatts,percent,3
1440,2020-12-19,98719.0,5634.88,5.71,megawatts,megawatts,percent,3
1441,2020-12-18,98719.0,5084.46,5.15,megawatts,megawatts,percent,3
1442,2020-12-17,98719.0,5290.42,5.36,megawatts,megawatts,percent,3
1443,2020-12-16,98719.0,4009.62,4.06,megawatts,megawatts,percent,1
1444,2020-12-15,98719.0,4776.22,4.84,megawatts,megawatts,percent,3
1445,2020-12-14,98719.0,6285.4,6.37,megawatts,megawatts,percent,3
1446,2020-12-13,98719.0,7910.49,8.01,megawatts,megawatts,percent,3
1447,2020-12-12,98719.0,8012.41,8.12,megawatts,megawatts,percent,3
1448,2020-12-11,98719.0,5929.79,6.01,megawatts,megawatts,percent,3
1449,2020-12-10,98719.0,5922.51,6.0,megawatts,megawatts,percent,3
1450,2020-12-09,98719.0,5523.18,5.59,megawatts,megawatts,percent,3
1451,2020-12-08,98719.0,5379.64,5.45,megawatts,megawatts,percent,3
1452,2020-12-07,98719.0,5198.29,5.27,megawatts,megawatts,percent,3
1453,2020-12-06,98719.0,6433.11,6.52,megawatts,megawatts,percent,3
1454,2020-12-05,98719.0,6519.13,6.6,megawatts,megawatts,percent,3
1455,2020-12-04,98719.0,7419.52,7.52,megawatts,megawatts,percent,3
1456,2020-12-03,98719.0,7995.85,8.1,megawatts,megawatts,percent,3
1457,2020-12-02,98719.0,6402.43,6.49,megawatts,megawatts,percent,3
1458,2020-12-01,98719.0,6519.43,6.6,megawatts,megawatts,percent,3
1459,2020-11-30,98719.0,6625.58,6.71,megawatts,megawatts,percent,3
1460,2020-11-29,98719.0,6592.95,6.68,megawatts,megawatts,percent,3
1461,2020-11-28,98719.0,7123.15,7.22,megawatts,megawatts,percent,3
1462,2020-11-27,98719.0,6948.04,7.04,megawatts,megawatts,percent,3
1463,2020-11-26,98719.0,7392.65,7.49,megawatts,megawatts,percent,3
1464,2020-11-25,98719.0,7672.1,7.77,megawatts,megawatts,percent,3
1465,2020-11-24,98719.0,7926.23,8.03,megawatts,megawatts,percent,3
1466,2020-11-23,98719.0,7922.05,8.02,megawatts,megawatts,percent,3
1467,2020-11-22,98719.0,8738.93,8.85,megawatts,megawatts,percent,3
1468,2020-11-21,98719.0,8885.73,9.0,megawatts,megawatts,percent,3
1469,2020-11-20,98719.0,8796.27,8.91,megawatts,megawatts,percent,3
1470,2020-11-19,98719.0,11026.02,11.17,megawatts,megawatts,percent,0
1471,2020-11-18,98719.0,12193.69,12.35,megawatts,megawatts,percent,0
1472,2020-11-17,98719.0,13389.28,13.56,megawatts,megawatts,percent,0
1473,2020-11-16,98719.0,14609.11,14.8,megawatts,megawatts,percent,0
1474,2020-11-15,98719.0,15757.99,15.96,megawatts,megawatts,percent,0
1475,2020-11-14,98719.0,16424.22,16.64,megawatts,megawatts,percent,2
1476,2020-11-13,98719.0,16469.34,16.68,megawatts,megawatts,percent,2
1477,2020-11-12,98719.0,14536.04,14.72,megawatts,megawatts,percent,0
1478,2020-11-11,98719.0,14652.21,14.84,megawatts,megawatts,percent,0
1479,2020-11-10,98719.0,14695.87,14.89,megawatts,megawatts,percent,0
1480,2020-11-09,98719.0,15846.04,16.05,megawatts,megawatts,percent,2
1481,2020-11-08,98719.0,17154.37,17.38,megawatts,megawatts,percent,2
1482,2020-11-07,98719.0,17733.88,17.96,megawatts,megawatts,percent,2
1483,2020-11-06,98719.0,17308.41,17.53,megawatts,megawatts,percent,2
1484,2020-11-05,98719.0,17253.58,17.48,megawatts,megawatts,percent,2
1485,2020-11-04,98719.0,19366.12,19.62,megawatts,megawatts,percent,2
1486,2020-11-03,98719.0,20359.51,20.62,megawatts,megawatts,percent,2
1487,2020-11-02,98719.0,20194.28,20.46,megawatts,megawatts,percent,2
1488,2020-11-01,98719.0,18926.27,19.17,megawatts,megawatts,percent,2
1489,2020-10-31,99341.1,19055.07,19.18,megawatts,megawatts,percent,2
1490,2020-10-30,99341.1,19557.66,19.69,megawatts,megawatts,percent,2
1491,2020-10-29,99341.1,19357.73,19.49,megawatts,megawatts,percent,2
1492,2020-10-28,99341.1,19833.55,19.97,megawatts,megawatts,percent,2
1493,2020-10-27,99341.1,19680.84,19.81,megawatts,megawatts,percent,2
1494,2020-10-26,99341.1,19500.0,19.63,megawatts,megawatts,percent,2
1495,2020-10-25,99341.1,19297.89,19.43,megawatts,megawatts,percent,2
1496,2020-10-24,99341.1,20291.9,20.43,megawatts,megawatts,percent,2
1497,2020-10-23,99341.1,19018.86,19.15,megawatts,megawatts,percent,2
1498,2020-10-22,99341.1,19562.13,19.69,megawatts,megawatts,percent,2
1499,2020-10-21,99341.1,20541.6,20.68,megawatts,megawatts,percent,2
1500,2020-10-20,99341.1,20980.36,21.12,megawatts,megawatts,percent,2
1501,2020-10-19,99341.1,22269.15,22.42,megawatts,megawatts,percent,2
1502,2020-10-18,99341.1,21690.88,21.83,megawatts,megawatts,percent,2
1503,2020-10-17,99341.1,21639.38,21.78,megawatts,megawatts,percent,2
1504,2020-10-16,99341.1,20787.45,20.93,megawatts,megawatts,percent,2
1505,2020-10-15,99341.1,20344.94,20.48,megawatts,megawatts,percent,2
1506,2020-10-14,99341.1,20982.85,21.12,megawatts,megawatts,percent,2
1507,2020-10-13,99341.1,21291.4,21.43,megawatts,megawatts,percent,2
1508,2020-10-12,99341.1,21348.58,21.49,megawatts,megawatts,percent,2
1509,2020-10-11,99341.1,19835.78,19.97,megawatts,megawatts,percent,2
1510,2020-10-10,99341.1,18917.16,19.04,megawatts,megawatts,percent,2
1511,2020-10-09,99341.1,17677.25,17.79,megawatts,megawatts,percent,2
1512,2020-10-08,99341.1,16959.85,17.07,megawatts,megawatts,percent,2
1513,2020-10-07,99341.1,17191.85,17.31,megawatts,megawatts,percent,2
1514,2020-10-06,99341.1,17245.76,17.36,megawatts,megawatts,percent,2
1515,2020-10-05,99341.1,17373.53,17.49,megawatts,megawatts,percent,2
1516,2020-10-04,99341.1,16558.23,16.67,megawatts,megawatts,percent,2
1517,2020-10-03,99341.1,15561.0,15.66,megawatts,megawatts,percent,0
1518,2020-10-02,99341.1,12209.38,12.29,megawatts,megawatts,percent,0
1519,2020-10-01,99341.1,10613.86,10.68,megawatts,megawatts,percent,0
1520,2020-09-30,97082.0,10340.38,10.65,megawatts,megawatts,percent,0
1521,2020-09-29,97082.0,10233.22,10.54,megawatts,megawatts,percent,0
1522,2020-09-28,97082.0,11119.4,11.45,megawatts,megawatts,percent,0
1523,2020-09-27,97082.0,11042.06,11.37,megawatts,megawatts,percent,0
1524,2020-09-26,97082.0,8879.52,9.15,megawatts,megawatts,percent,3
1525,2020-09-25,97082.0,7961.29,8.2,megawatts,megawatts,percent,3
1526,2020-09-24,97082.0,7917.26,8.16,megawatts,megawatts,percent,3
1527,2020-09-23,97082.0,7388.49,7.61,megawatts,megawatts,percent,3
1528,2020-09-22,97082.0,7306.49,7.53,megawatts,megawatts,percent,3
1529,2020-09-21,97082.0,7567.6,7.8,megawatts,megawatts,percent,3
1530,2020-09-20,97082.0,7847.43,8.08,megawatts,megawatts,percent,3
1531,2020-09-19,97082.0,7589.16,7.82,megawatts,megawatts,percent,3
1532,2020-09-18,97082.0,5002.14,5.15,megawatts,megawatts,percent,3
1533,2020-09-17,97082.0,4782.88,4.93,megawatts,megawatts,percent,3
1534,2020-09-16,97082.0,4537.04,4.67,megawatts,megawatts,percent,1
1535,2020-09-15,97082.0,4387.26,4.52,megawatts,megawatts,percent,1
1536,2020-09-14,97082.0,4259.78,4.39,megawatts,megawatts,percent,1
1537,2020-09-13,97082.0,4770.47,4.91,megawatts,megawatts,percent,3
1538,2020-09-12,97082.0,4296.72,4.43,megawatts,megawatts,percent,1
1539,2020-09-11,97082.0,5063.29,5.22,megawatts,megawatts,percent,3
1540,2020-09-10,97082.0,5582.68,5.75,megawatts,megawatts,percent,3
1541,2020-09-09,97082.0,6945.39,7.15,megawatts,megawatts,percent,3
1542,2020-09-08,97082.0,5818.53,5.99,megawatts,megawatts,percent,3
1543,2020-09-07,97082.0,4758.36,4.9,megawatts,megawatts,percent,3
1544,2020-09-06,97082.0,5473.55,5.64,megawatts,megawatts,percent,3
1545,2020-09-05,97082.0,5259.78,5.42,megawatts,megawatts,percent,3
1546,2020-09-04,97082.0,3250.51,3.35,megawatts,megawatts,percent,1
1547,2020-09-03,97082.0,3147.37,3.24,megawatts,megawatts,percent,1
1548,2020-09-02,97082.0,3174.19,3.27,megawatts,megawatts,percent,1
1549,2020-09-01,97082.0,3179.66,3.28,megawatts,megawatts,percent,1
1550,2020-08-31,97082.0,3582.82,3.69,megawatts,megawatts,percent,1
1551,2020-08-30,97082.0,3714.64,3.83,megawatts,megawatts,percent,1
1552,2020-08-29,97082.0,4505.21,4.64,megawatts,megawatts,percent,1
1553,2020-08-28,97082.0,4326.16,4.46,megawatts,megawatts,percent,1
1554,2020-08-27,97082.0,4597.26,4.74,megawatts,megawatts,percent,1
1555,2020-08-26,97082.0,4485.07,4.62,megawatts,megawatts,percent,1
1556,2020-08-25,97082.0,5081.23,5.23,megawatts,megawatts,percent,3
1557,2020-08-24,97082.0,5568.41,5.74,megawatts,megawatts,percent,3
1558,2020-08-23,97082.0,5630.15,5.8,megawatts,megawatts,percent,3
1559,2020-08-22,97082.0,6210.05,6.4,megawatts,megawatts,percent,3
1560,2020-08-21,97082.0,5164.35,5.32,megawatts,megawatts,percent,3
1561,2020-08-20,97082.0,5364.63,5.53,megawatts,megawatts,percent,3
1562,2020-08-19,97082.0,5353.58,5.51,megawatts,megawatts,percent,3
1563,2020-08-18,97082.0,5232.51,5.39,megawatts,megawatts,percent,3
1564,2020-08-17,97082.0,4469.56,4.6,megawatts,megawatts,percent,1
1565,2020-08-16,97082.0,5295.46,5.45,megawatts,megawatts,percent,3
1566,2020-08-15,97082.0,4933.1,5.08,megawatts,megawatts,percent,3
1567,2020-08-14,97082.0,4948.57,5.1,megawatts,megawatts,percent,3
1568,2020-08-13,97082.0,3993.7,4.11,megawatts,megawatts,percent,1
1569,2020-08-12,97082.0,4013.78,4.13,megawatts,megawatts,percent,1
1570,2020-08-11,97082.0,3302.55,3.4,megawatts,megawatts,percent,1
1571,2020-08-10,97082.0,2862.68,2.95,megawatts,megawatts,percent,1
1572,2020-08-09,97082.0,3130.15,3.22,megawatts,megawatts,percent,1
1573,2020-08-08,97082.0,3461.62,3.57,megawatts,megawatts,percent,1
1574,2020-08-07,97082.0,2211.62,2.28,megawatts,megawatts,percent,1
1575,2020-08-06,97082.0,2449.49,2.52,megawatts,megawatts,percent,1
1576,2020-08-05,97082.0,3184.42,3.28,megawatts,megawatts,percent,1
1577,2020-08-04,97082.0,2185.81,2.25,megawatts,megawatts,percent,1
1578,2020-08-03,97082.0,1954.98,2.01,megawatts,megawatts,percent,1
1579,2020-08-02,97082.0,3100.51,3.19,megawatts,megawatts,percent,1
1580,2020-08-01,97082.0,3664.05,3.77,megawatts,megawatts,percent,1
1581,2020-07-31,97082.0,3723.68,3.84,megawatts,megawatts,percent,1
1582,2020-07-30,97082.0,4494.46,4.63,megawatts,megawatts,percent,1
1583,2020-07-29,97082.0,5300.32,5.46,megawatts,megawatts,percent,3
1584,2020-07-28,97082.0,5710.95,5.88,megawatts,megawatts,percent,3
1585,2020-07-27,97082.0,5592.09,5.76,megawatts,megawatts,percent,3
1586,2020-07-26,97082.0,5525.34,5.69,megawatts,megawatts,percent,3
1587,2020-07-25,97082.0,6457.14,6.65,megawatts,megawatts,percent,3
1588,2020-07-24,97082.0,6854.03,7.06,megawatts,megawatts,percent,3
1589,2020-07-23,97082.0,6119.11,6.3,megawatts,megawatts,percent,3
1590,2020-07-22,97082.0,6268.18,6.46,megawatts,megawatts,percent,3
1591,2020-07-21,97082.0,5500.45,5.67,megawatts,megawatts,percent,3
1592,2020-07-20,97082.0,4011.35,4.13,megawatts,megawatts,percent,1
1593,2020-07-19,97082.0,4097.48,4.22,megawatts,megawatts,percent,1
1594,2020-07-18,97082.0,3607.87,3.72,megawatts,megawatts,percent,1
1595,2020-07-17,97082.0,2509.41,2.58,megawatts,megawatts,percent,1
1596,2020-07-16,97082.0,2323.46,2.39,megawatts,megawatts,percent,1
1597,2020-07-15,97082.0,2182.53,2.25,megawatts,megawatts,percent,1
