id,period,capacity,outage,percent_outage,capacity_units,outage_units,percent_outage_units,cluster
1,2024-11-27,99177.2,7139.38,7.2,megawatts,megawatts,percent,3
2,2024-11-26,99177.2,7906.04,7.97,megawatts,megawatts,percent,3
3,2024-11-25,99177.2,8391.24,8.46,megawatts,megawatts,percent,3
4,2024-11-24,99177.2,10032.5,10.12,megawatts,megawatts,percent,0
5,2024-11-23,99177.2,9808.61,9.89,megawatts,megawatts,percent,0
6,2024-11-22,99177.2,9083.26,9.16,megawatts,megawatts,percent,3
7,2024-11-21,99177.2,10344.33,10.43,megawatts,megawatts,percent,0
8,2024-11-20,99177.2,11330.78,11.42,megawatts,megawatts,percent,0
9,2024-11-19,99177.2,9873.07,9.95,megawatts,megawatts,percent,0
10,2024-11-18,99177.2,10339.87,10.43,megawatts,megawatts,percent,0
11,2024-11-17,99177.2,11829.69,11.93,megawatts,megawatts,percent,0
12,2024-11-16,99177.2,12878.58,12.99,megawatts,megawatts,percent,0
13,2024-11-15,99177.2,13565.65,13.68,megawatts,megawatts,percent,0
14,2024-11-14,99177.2,13979.12,14.1,megawatts,megawatts,percent,0
15,2024-11-13,99177.2,13818.91,13.93,megawatts,megawatts,percent,0
16,2024-11-12,99177.2,15230.53,15.36,megawatts,megawatts,percent,0
17,2024-11-11,99177.2,16352.44,16.49,megawatts,megawatts,percent,2
18,2024-11-10,99177.2,16333.78,16.47,megawatts,megawatts,percent,2
19,2024-11-09,99177.2,16265.5,16.4,megawatts,megawatts,percent,2
20,2024-11-08,99177.2,16763.22,16.9,megawatts,megawatts,percent,2
21,2024-11-07,99177.2,17386.06,17.53,megawatts,megawatts,percent,2
22,2024-11-06,99177.2,18448.89,18.6,megawatts,megawatts,percent,2
23,2024-11-05,99177.2,19971.1,20.14,megawatts,megawatts,percent,2
24,2024-11-04,99177.2,19615.61,19.78,megawatts,megawatts,percent,2
25,2024-11-03,99177.2,19777.23,19.94,megawatts,megawatts,percent,2
26,2024-11-02,99177.2,19589.97,19.75,megawatts,megawatts,percent,2
27,2024-11-01,99177.2,18816.63,18.97,megawatts,megawatts,percent,2
28,2024-10-31,99177.2,19283.2,19.44,megawatts,megawatts,percent,2
29,2024-10-30,99177.2,19546.19,19.71,megawatts,megawatts,percent,2
30,2024-10-29,99177.2,20930.51,21.1,megawatts,megawatts,percent,2
31,2024-10-28,99177.2,22165.1,22.35,megawatts,megawatts,percent,2
32,2024-10-27,99177.2,21380.01,21.56,megawatts,megawatts,percent,2
33,2024-10-26,99177.2,21287.39,21.46,megawatts,megawatts,percent,2
34,2024-10-25,99177.2,22134.73,22.32,megawatts,megawatts,percent,2
35,2024-10-24,99177.2,22149.04,22.33,megawatts,megawatts,percent,2
36,2024-10-23,99177.2,22149.82,22.33,megawatts,megawatts,percent,2
37,2024-10-22,99177.2,22096.22,22.28,megawatts,megawatts,percent,2
38,2024-10-21,99177.2,21682.59,21.86,megawatts,megawatts,percent,2
39,2024-10-20,99177.2,19540.11,19.7,megawatts,megawatts,percent,2
40,2024-10-19,99177.2,19511.47,19.67,megawatts,megawatts,percent,2
41,2024-10-18,99177.2,19951.15,20.12,megawatts,megawatts,percent,2
42,2024-10-17,99177.2,20113.76,20.28,megawatts,megawatts,percent,2
43,2024-10-16,99177.2,19964.19,20.13,megawatts,megawatts,percent,2
44,2024-10-15,99177.2,19395.91,19.56,megawatts,megawatts,percent,2
45,2024-10-14,99177.2,20789.39,20.96,megawatts,megawatts,percent,2
46,2024-10-13,99177.2,20414.2,20.58,megawatts,megawatts,percent,2
47,2024-10-12,99177.2,18423.89,18.58,megawatts,megawatts,percent,2
48,2024-10-11,99177.2,18109.97,18.26,megawatts,megawatts,percent,2
49,2024-10-10,99177.2,17159.31,17.3,megawatts,megawatts,percent,2
50,2024-10-09,99177.2,17159.31,17.3,megawatts,megawatts,percent,2
51,2024-10-08,99177.2,17185.39,17.33,megawatts,megawatts,percent,2
52,2024-10-07,99177.2,18191.21,18.34,megawatts,megawatts,percent,2
53,2024-10-06,99177.2,18969.28,19.13,megawatts,megawatts,percent,2
54,2024-10-05,99177.2,18989.16,19.15,megawatts,megawatts,percent,2
55,2024-10-04,99177.2,13719.72,13.83,megawatts,megawatts,percent,0
56,2024-10-03,99177.2,13321.42,13.43,megawatts,megawatts,percent,0
57,2024-10-02,99177.2,13331.65,13.44,megawatts,megawatts,percent,0
58,2024-10-01,99177.2,13078.89,13.19,megawatts,megawatts,percent,0
59,2024-09-30,96826.2,13850.35,14.3,megawatts,megawatts,percent,0
60,2024-09-29,96826.2,13312.15,13.75,megawatts,megawatts,percent,0
61,2024-09-28,96826.2,15083.9,15.58,megawatts,megawatts,percent,0
62,2024-09-27,96826.2,12086.09,12.48,megawatts,megawatts,percent,0
63,2024-09-26,96826.2,10648.93,11.0,megawatts,megawatts,percent,0
64,2024-09-25,96826.2,10270.84,10.61,megawatts,megawatts,percent,0
65,2024-09-24,96826.2,11085.35,11.45,megawatts,megawatts,percent,0
66,2024-09-23,96826.2,9215.81,9.52,megawatts,megawatts,percent,3
67,2024-09-22,96826.2,10354.94,10.69,megawatts,megawatts,percent,0
68,2024-09-21,96826.2,10888.73,11.25,megawatts,megawatts,percent,0
69,2024-09-20,96826.2,8778.82,9.07,megawatts,megawatts,percent,3
70,2024-09-19,96826.2,9070.5,9.37,megawatts,megawatts,percent,3
71,2024-09-18,96826.2,9858.37,10.18,megawatts,megawatts,percent,0
72,2024-09-17,96826.2,10317.84,10.66,megawatts,megawatts,percent,0
73,2024-09-16,96826.2,9603.67,9.92,megawatts,megawatts,percent,0
74,2024-09-15,96826.2,10229.95,10.57,megawatts,megawatts,percent,0
75,2024-09-14,96826.2,10482.66,10.83,megawatts,megawatts,percent,0
76,2024-09-13,96826.2,10454.71,10.8,megawatts,megawatts,percent,0
77,2024-09-12,96826.2,10654.78,11.0,megawatts,megawatts,percent,0
78,2024-09-11,96826.2,10336.36,10.68,megawatts,megawatts,percent,0
79,2024-09-10,96826.2,10383.56,10.72,megawatts,megawatts,percent,0
80,2024-09-09,96826.2,10678.46,11.03,megawatts,megawatts,percent,0
81,2024-09-08,96826.2,9890.49,10.21,megawatts,megawatts,percent,0
82,2024-09-07,96826.2,8428.23,8.7,megawatts,megawatts,percent,3
83,2024-09-06,96826.2,7043.76,7.27,megawatts,megawatts,percent,3
84,2024-09-05,96826.2,7500.88,7.75,megawatts,megawatts,percent,3
85,2024-09-04,96826.2,7009.69,7.24,megawatts,megawatts,percent,3
86,2024-09-03,96826.2,5891.36,6.08,megawatts,megawatts,percent,3
87,2024-09-02,96826.2,6411.02,6.62,megawatts,megawatts,percent,3
88,2024-09-01,96826.2,6808.83,7.03,megawatts,megawatts,percent,3
89,2024-08-31,96826.2,5727.34,5.92,megawatts,megawatts,percent,3
90,2024-08-30,96826.2,3393.62,3.5,megawatts,megawatts,percent,1
91,2024-08-29,96826.2,3262.23,3.37,megawatts,megawatts,percent,1
92,2024-08-28,96826.2,3841.7,3.97,megawatts,megawatts,percent,1
93,2024-08-27,96826.2,4991.35,5.15,megawatts,megawatts,percent,3
94,2024-08-26,96826.2,4983.15,5.15,megawatts,megawatts,percent,3
95,2024-08-25,96826.2,4951.16,5.11,megawatts,megawatts,percent,3
96,2024-08-24,96826.2,5390.43,5.57,megawatts,megawatts,percent,3
97,2024-08-23,96826.2,2127.63,2.2,megawatts,megawatts,percent,1
98,2024-08-22,96826.2,2207.8,2.28,megawatts,megawatts,percent,1
99,2024-08-21,96826.2,2060.9,2.13,megawatts,megawatts,percent,1
100,2024-08-20,96826.2,1702.43,1.76,megawatts,megawatts,percent,1
101,2024-08-19,96826.2,1789.66,1.85,megawatts,megawatts,percent,1
102,2024-08-18,96826.2,2354.64,2.43,megawatts,megawatts,percent,1
103,2024-08-17,96826.2,2574.09,2.66,megawatts,megawatts,percent,1
104,2024-08-16,96826.2,2063.5,2.13,megawatts,megawatts,percent,1
105,2024-08-15,96826.2,1846.95,1.91,megawatts,megawatts,percent,1
106,2024-08-14,96826.2,1607.39,1.66,megawatts,megawatts,percent,1
107,2024-08-13,96826.2,1393.63,1.44,megawatts,megawatts,percent,1
108,2024-08-12,96826.2,1305.34,1.35,megawatts,megawatts,percent,1
109,2024-08-11,96826.2,1334.36,1.38,megawatts,megawatts,percent,1
110,2024-08-10,96826.2,1465.07,1.51,megawatts,megawatts,percent,1
111,2024-08-09,96826.2,1338.78,1.38,megawatts,megawatts,percent,1
112,2024-08-08,96826.2,1272.49,1.31,megawatts,megawatts,percent,1
113,2024-08-07,96826.2,1333.7,1.38,megawatts,megawatts,percent,1
114,2024-08-06,96826.2,1360.86,1.41,megawatts,megawatts,percent,1
115,2024-08-05,96826.2,1555.6,1.61,megawatts,megawatts,percent,1
116,2024-08-04,96826.2,3151.0,3.25,megawatts,megawatts,percent,1
117,2024-08-03,96826.2,3425.54,3.54,megawatts,megawatts,percent,1
118,2024-08-02,96826.2,3597.6,3.72,megawatts,megawatts,percent,1
119,2024-08-01,96826.2,4694.41,4.85,megawatts,megawatts,percent,3
120,2024-07-31,96826.2,4615.22,4.77,megawatts,megawatts,percent,3
121,2024-07-30,96826.2,2907.37,3.0,megawatts,megawatts,percent,1
122,2024-07-29,96826.2,3385.59,3.5,megawatts,megawatts,percent,1
123,2024-07-28,96826.2,2459.62,2.54,megawatts,megawatts,percent,1
124,2024-07-27,96826.2,2609.01,2.69,megawatts,megawatts,percent,1
125,2024-07-26,96826.2,2941.89,3.04,megawatts,megawatts,percent,1
126,2024-07-25,96826.2,3525.19,3.64,megawatts,megawatts,percent,1
127,2024-07-24,96826.2,2720.73,2.81,megawatts,megawatts,percent,1
128,2024-07-23,96826.2,2534.84,2.62,megawatts,megawatts,percent,1
129,2024-07-22,96826.2,2887.23,2.98,megawatts,megawatts,percent,1
130,2024-07-21,96826.2,3074.35,3.18,megawatts,megawatts,percent,1
131,2024-07-20,96826.2,2639.32,2.73,megawatts,megawatts,percent,1
132,2024-07-19,96826.2,2557.51,2.64,megawatts,megawatts,percent,1
133,2024-07-18,96826.2,2123.09,2.19,megawatts,megawatts,percent,1
134,2024-07-17,96826.2,3147.84,3.25,megawatts,megawatts,percent,1
135,2024-07-16,96826.2,3604.01,3.72,megawatts,megawatts,percent,1
136,2024-07-15,96826.2,2881.07,2.98,megawatts,megawatts,percent,1
137,2024-07-14,96826.2,2791.05,2.88,megawatts,megawatts,percent,1
138,2024-07-13,96826.2,2697.93,2.79,megawatts,megawatts,percent,1
139,2024-07-12,96826.2,3027.76,3.13,megawatts,megawatts,percent,1
140,2024-07-11,96826.2,3621.18,3.74,megawatts,megawatts,percent,1
141,2024-07-10,96826.2,3087.34,3.19,megawatts,megawatts,percent,1
142,2024-07-09,96826.2,3700.73,3.82,megawatts,megawatts,percent,1
143,2024-07-08,96826.2,1343.34,1.39,megawatts,megawatts,percent,1
144,2024-07-07,96826.2,1369.56,1.41,megawatts,megawatts,percent,1
145,2024-07-06,96826.2,1468.26,1.52,megawatts,megawatts,percent,1
146,2024-07-05,96826.2,183.61,0.19,megawatts,megawatts,percent,1
147,2024-07-04,96826.2,271.83,0.28,megawatts,megawatts,percent,1
148,2024-07-03,96826.2,961.88,0.99,megawatts,megawatts,percent,1
149,2024-07-02,96826.2,1226.2,1.27,megawatts,megawatts,percent,1
150,2024-07-01,96826.2,1246.71,1.29,megawatts,megawatts,percent,1
151,2024-06-30,96826.2,1564.65,1.62,megawatts,megawatts,percent,1
152,2024-06-29,96826.2,1809.92,1.87,megawatts,megawatts,percent,1
153,2024-06-28,96826.2,1525.01,1.57,megawatts,megawatts,percent,1
154,2024-06-27,96826.2,721.19,0.74,megawatts,megawatts,percent,1
155,2024-06-26,96826.2,344.55,0.36,megawatts,megawatts,percent,1
156,2024-06-25,96826.2,771.38,0.8,megawatts,megawatts,percent,1
157,2024-06-24,96826.2,1124.48,1.16,megawatts,megawatts,percent,1
158,2024-06-23,96826.2,2355.97,2.43,megawatts,megawatts,percent,1
159,2024-06-22,96826.2,2429.51,2.51,megawatts,megawatts,percent,1
160,2024-06-21,96826.2,2344.19,2.42,megawatts,megawatts,percent,1
161,2024-06-20,96826.2,1875.78,1.94,megawatts,megawatts,percent,1
162,2024-06-19,96826.2,3773.5,3.9,megawatts,megawatts,percent,1
163,2024-06-18,96826.2,4608.31,4.76,megawatts,megawatts,percent,1
164,2024-06-17,96826.2,2434.11,2.51,megawatts,megawatts,percent,1
165,2024-06-16,96826.2,1426.09,1.47,megawatts,megawatts,percent,1
166,2024-06-15,96826.2,2586.37,2.67,megawatts,megawatts,percent,1
167,2024-06-14,96826.2,1863.57,1.92,megawatts,megawatts,percent,1
168,2024-06-13,96826.2,2541.32,2.62,megawatts,megawatts,percent,1
169,2024-06-12,96826.2,2082.3,2.15,megawatts,megawatts,percent,1
170,2024-06-11,96826.2,2426.55,2.51,megawatts,megawatts,percent,1
171,2024-06-10,96826.2,2992.55,3.09,megawatts,megawatts,percent,1
172,2024-06-09,96826.2,3207.85,3.31,megawatts,megawatts,percent,1
173,2024-06-08,96826.2,4138.81,4.27,megawatts,megawatts,percent,1
174,2024-06-07,96826.2,3530.86,3.65,megawatts,megawatts,percent,1
175,2024-06-06,96826.2,4436.83,4.58,megawatts,megawatts,percent,1
176,2024-06-05,96826.2,3409.92,3.52,megawatts,megawatts,percent,1
177,2024-06-04,96826.2,2874.33,2.97,megawatts,megawatts,percent,1
178,2024-06-03,96826.2,2406.13,2.48,megawatts,megawatts,percent,1
179,2024-06-02,96826.2,1770.47,1.83,megawatts,megawatts,percent,1
180,2024-06-01,96826.2,3517.36,3.63,megawatts,megawatts,percent,1
181,2024-05-31,96826.2,3800.18,3.92,megawatts,megawatts,percent,1
182,2024-05-30,96826.2,2776.35,2.87,megawatts,megawatts,percent,1
183,2024-05-29,96826.2,2915.07,3.01,megawatts,megawatts,percent,1
184,2024-05-28,96826.2,3508.99,3.62,megawatts,megawatts,percent,1
185,2024-05-27,96826.2,3347.47,3.46,megawatts,megawatts,percent,1
186,2024-05-26,96826.2,6154.46,6.36,megawatts,megawatts,percent,3
187,2024-05-25,96826.2,7520.64,7.77,megawatts,megawatts,percent,3
188,2024-05-24,96826.2,6571.4,6.79,megawatts,megawatts,percent,3
189,2024-05-23,96826.2,4518.55,4.67,megawatts,megawatts,percent,1
190,2024-05-22,96826.2,4278.02,4.42,megawatts,megawatts,percent,1
191,2024-05-21,96826.2,4752.2,4.91,megawatts,megawatts,percent,3
192,2024-05-20,96826.2,6636.81,6.85,megawatts,megawatts,percent,3
193,2024-05-19,96826.2,6830.44,7.05,megawatts,megawatts,percent,3
194,2024-05-18,96826.2,7972.31,8.23,megawatts,megawatts,percent,3
195,2024-05-17,96826.2,8690.08,8.97,megawatts,megawatts,percent,3
196,2024-05-16,96826.2,10872.63,11.23,megawatts,megawatts,percent,0
197,2024-05-15,96826.2,12321.69,12.73,megawatts,megawatts,percent,0
198,2024-05-14,96826.2,11827.43,12.22,megawatts,megawatts,percent,0
199,2024-05-13,96826.2,14196.65,14.66,megawatts,megawatts,percent,0
200,2024-05-12,96826.2,16874.03,17.43,megawatts,megawatts,percent,2
201,2024-05-11,96826.2,17265.02,17.83,megawatts,megawatts,percent,2
202,2024-05-10,96826.2,14221.35,14.69,megawatts,megawatts,percent,0
203,2024-05-09,96826.2,14097.42,14.56,megawatts,megawatts,percent,0
204,2024-05-08,96826.2,14365.82,14.84,megawatts,megawatts,percent,0
205,2024-05-07,96826.2,14983.72,15.47,megawatts,megawatts,percent,0
206,2024-05-06,96826.2,15913.93,16.44,megawatts,megawatts,percent,2
207,2024-05-05,96826.2,16675.62,17.22,megawatts,megawatts,percent,2
208,2024-05-04,96826.2,17764.03,18.35,megawatts,megawatts,percent,2
209,2024-05-03,96826.2,16504.61,17.05,megawatts,megawatts,percent,2
210,2024-05-02,96826.2,17563.78,18.14,megawatts,megawatts,percent,2
211,2024-05-01,96826.2,17331.6,17.9,megawatts,megawatts,percent,2
212,2024-04-30,96826.2,17625.37,18.2,megawatts,megawatts,percent,2
213,2024-04-29,96826.2,18201.13,18.8,megawatts,megawatts,percent,2
214,2024-04-28,96826.2,18771.76,19.39,megawatts,megawatts,percent,2
215,2024-04-27,96826.2,19142.93,19.77,megawatts,megawatts,percent,2
216,2024-04-26,96826.2,19424.5,20.06,megawatts,megawatts,percent,2
217,2024-04-25,96826.2,19255.3,19.89,megawatts,megawatts,percent,2
218,2024-04-24,96826.2,18453.93,19.06,megawatts,megawatts,percent,2
219,2024-04-23,96826.2,18892.23,19.51,megawatts,megawatts,percent,2
220,2024-04-22,96826.2,18969.35,19.59,megawatts,megawatts,percent,2
221,2024-04-21,96826.2,18969.35,19.59,megawatts,megawatts,percent,2
222,2024-04-20,96826.2,19446.53,20.08,megawatts,megawatts,percent,2
223,2024-04-19,96826.2,18960.59,19.58,megawatts,megawatts,percent,2
224,2024-04-18,96826.2,18962.5,19.58,megawatts,megawatts,percent,2
225,2024-04-17,96826.2,18962.5,19.58,megawatts,megawatts,percent,2
226,2024-04-16,96826.2,19188.8,19.82,megawatts,megawatts,percent,2
227,2024-04-15,96826.2,20047.67,20.7,megawatts,megawatts,percent,2
228,2024-04-14,96826.2,19841.49,20.49,megawatts,megawatts,percent,2
229,2024-04-13,96826.2,20131.46,20.79,megawatts,megawatts,percent,2
230,2024-04-12,96826.2,19221.29,19.85,megawatts,megawatts,percent,2
231,2024-04-11,96826.2,19989.68,20.64,megawatts,megawatts,percent,2
232,2024-04-10,96826.2,19608.95,20.25,megawatts,megawatts,percent,2
233,2024-04-09,96826.2,19675.08,20.32,megawatts,megawatts,percent,2
234,2024-04-08,96826.2,20027.84,20.68,megawatts,megawatts,percent,2
235,2024-04-07,96826.2,17725.75,18.31,megawatts,megawatts,percent,2
236,2024-04-06,96826.2,15411.33,15.92,megawatts,megawatts,percent,0
237,2024-04-05,96826.2,14709.48,15.19,megawatts,megawatts,percent,0
238,2024-04-04,96826.2,14861.72,15.35,megawatts,megawatts,percent,0
239,2024-04-03,96826.2,13507.44,13.95,megawatts,megawatts,percent,0
240,2024-04-02,96826.2,13615.04,14.06,megawatts,megawatts,percent,0
241,2024-04-01,96826.2,13682.27,14.13,megawatts,megawatts,percent,0
242,2024-03-31,99177.2,15072.43,15.2,megawatts,megawatts,percent,0
243,2024-03-30,99177.2,16836.87,16.98,megawatts,megawatts,percent,2
244,2024-03-29,99177.2,17054.05,17.2,megawatts,megawatts,percent,2
245,2024-03-28,99177.2,17903.89,18.05,megawatts,megawatts,percent,2
246,2024-03-27,99177.2,17788.8,17.94,megawatts,megawatts,percent,2
247,2024-03-26,99177.2,17009.33,17.15,megawatts,megawatts,percent,2
248,2024-03-25,99177.2,16917.28,17.06,megawatts,megawatts,percent,2
249,2024-03-24,99177.2,16139.82,16.27,megawatts,megawatts,percent,2
250,2024-03-23,99177.2,16511.98,16.65,megawatts,megawatts,percent,2
251,2024-03-22,99177.2,13349.59,13.46,megawatts,megawatts,percent,0
252,2024-03-21,99177.2,12915.26,13.02,megawatts,megawatts,percent,0
253,2024-03-20,99177.2,13978.05,14.09,megawatts,megawatts,percent,0
254,2024-03-19,99177.2,14010.8,14.13,megawatts,megawatts,percent,0
255,2024-03-18,99177.2,14393.73,14.51,megawatts,megawatts,percent,0
256,2024-03-17,99177.2,11980.62,12.08,megawatts,megawatts,percent,0
257,2024-03-16,99177.2,11894.22,11.99,megawatts,megawatts,percent,0
258,2024-03-15,99177.2,11482.54,11.58,megawatts,megawatts,percent,0
259,2024-03-14,99177.2,11119.53,11.21,megawatts,megawatts,percent,0
260,2024-03-13,99177.2,11351.77,11.45,megawatts,megawatts,percent,0
261,2024-03-12,99177.2,10711.68,10.8,megawatts,megawatts,percent,0
262,2024-03-11,99177.2,11822.88,11.92,megawatts,megawatts,percent,0
263,2024-03-10,99177.2,11913.18,12.01,megawatts,megawatts,percent,0
264,2024-03-09,99177.2,11964.41,12.06,megawatts,megawatts,percent,0
265,2024-03-08,99177.2,11498.98,11.59,megawatts,megawatts,percent,0
266,2024-03-07,99177.2,12256.64,12.36,megawatts,megawatts,percent,0
267,2024-03-06,99177.2,12280.96,12.38,megawatts,megawatts,percent,0
268,2024-03-05,99177.2,12769.13,12.88,megawatts,megawatts,percent,0
269,2024-03-04,99177.2,12093.25,12.19,megawatts,megawatts,percent,0
270,2024-03-03,99177.2,12134.2,12.23,megawatts,megawatts,percent,0
271,2024-03-02,99177.2,11583.74,11.68,megawatts,megawatts,percent,0
272,2024-03-01,99177.2,9229.04,9.31,megawatts,megawatts,percent,3
273,2024-02-29,99177.2,7991.47,8.06,megawatts,megawatts,percent,3
274,2024-02-28,99177.2,7377.6,7.44,megawatts,megawatts,percent,3
275,2024-02-27,99177.2,7729.33,7.79,megawatts,megawatts,percent,3
276,2024-02-26,99177.2,7626.67,7.69,megawatts,megawatts,percent,3
277,2024-02-25,99177.2,7673.49,7.74,megawatts,megawatts,percent,3
278,2024-02-24,99177.2,6791.36,6.85,megawatts,megawatts,percent,3
279,2024-02-23,99177.2,6755.1,6.81,megawatts,megawatts,percent,3
280,2024-02-22,99177.2,7856.22,7.92,megawatts,megawatts,percent,3
281,2024-02-21,99177.2,8784.76,8.86,megawatts,megawatts,percent,3
282,2024-02-20,99177.2,8499.71,8.57,megawatts,megawatts,percent,3
283,2024-02-19,99177.2,8499.71,8.57,megawatts,megawatts,percent,3
284,2024-02-18,99177.2,8497.96,8.57,megawatts,megawatts,percent,3
285,2024-02-17,99177.2,8738.84,8.81,megawatts,megawatts,percent,3
286,2024-02-16,99177.2,8189.67,8.26,megawatts,megawatts,percent,3
287,2024-02-15,99177.2,7293.29,7.35,megawatts,megawatts,percent,3
288,2024-02-14,99177.2,5666.16,5.71,megawatts,megawatts,percent,3
289,2024-02-13,99177.2,5101.41,5.14,megawatts,megawatts,percent,3
290,2024-02-12,99177.2,5296.21,5.34,megawatts,megawatts,percent,3
291,2024-02-11,99177.2,4031.42,4.06,megawatts,megawatts,percent,1
292,2024-02-10,99177.2,3540.39,3.57,megawatts,megawatts,percent,1
293,2024-02-09,99177.2,3597.72,3.63,megawatts,megawatts,percent,1
294,2024-02-08,99177.2,3480.32,3.51,megawatts,megawatts,percent,1
295,2024-02-07,99177.2,3604.99,3.63,megawatts,megawatts,percent,1
296,2024-02-06,99177.2,4204.1,4.24,megawatts,megawatts,percent,1
297,2024-02-05,99177.2,3898.89,3.93,megawatts,megawatts,percent,1
298,2024-02-04,99177.2,4296.76,4.33,megawatts,megawatts,percent,1
299,2024-02-03,99177.2,3756.56,3.79,megawatts,megawatts,percent,1
300,2024-02-02,99177.2,4659.55,4.7,megawatts,megawatts,percent,1
301,2024-02-01,99177.2,5908.46,5.96,megawatts,megawatts,percent,3
302,2024-01-31,99177.2,8363.23,8.43,megawatts,megawatts,percent,3
303,2024-01-30,99177.2,9484.43,9.56,megawatts,megawatts,percent,3
304,2024-01-29,99177.2,8487.73,8.56,megawatts,megawatts,percent,3
305,2024-01-28,99177.2,9306.42,9.38,megawatts,megawatts,percent,3
306,2024-01-27,99177.2,7093.22,7.15,megawatts,megawatts,percent,3
307,2024-01-26,99177.2,6975.31,7.03,megawatts,megawatts,percent,3
308,2024-01-25,99177.2,6600.41,6.66,megawatts,megawatts,percent,3
309,2024-01-24,99177.2,5525.01,5.57,megawatts,megawatts,percent,3
310,2024-01-23,99177.2,5812.02,5.86,megawatts,megawatts,percent,3
311,2024-01-22,99177.2,5952.65,6.0,megawatts,megawatts,percent,3
312,2024-01-21,99177.2,4887.04,4.93,megawatts,megawatts,percent,3
313,2024-01-20,99177.2,4852.12,4.89,megawatts,megawatts,percent,3
314,2024-01-19,99177.2,5103.79,5.15,megawatts,megawatts,percent,3
315,2024-01-18,99177.2,5591.21,5.64,megawatts,megawatts,percent,3
316,2024-01-17,99177.2,5349.85,5.39,megawatts,megawatts,percent,3
317,2024-01-16,99177.2,5000.49,5.04,megawatts,megawatts,percent,3
318,2024-01-15,99177.2,4841.37,4.88,megawatts,megawatts,percent,3
319,2024-01-14,99177.2,4916.69,4.96,megawatts,megawatts,percent,3
320,2024-01-13,99177.2,4922.54,4.96,megawatts,megawatts,percent,3
321,2024-01-12,99177.2,5121.94,5.16,megawatts,megawatts,percent,3
322,2024-01-11,99177.2,7017.63,7.08,megawatts,megawatts,percent,3
323,2024-01-10,99177.2,7017.43,7.08,megawatts,megawatts,percent,3
324,2024-01-09,99177.2,6140.24,6.19,megawatts,megawatts,percent,3
325,2024-01-08,99177.2,4709.34,4.75,megawatts,megawatts,percent,1
326,2024-01-07,99177.2,4795.41,4.84,megawatts,megawatts,percent,3
327,2024-01-06,99177.2,5192.28,5.24,megawatts,megawatts,percent,3
328,2024-01-05,99177.2,6153.07,6.2,megawatts,megawatts,percent,3
329,2024-01-04,99177.2,7001.94,7.06,megawatts,megawatts,percent,3
330,2024-01-03,99177.2,5901.06,5.95,megawatts,megawatts,percent,3
331,2024-01-02,99177.2,6638.9,6.69,megawatts,megawatts,percent,3
332,2024-01-01,99177.2,5363.32,5.41,megawatts,megawatts,percent,3
333,2023-12-31,99177.2,6727.63,6.78,megawatts,megawatts,percent,3
334,2023-12-30,99177.2,7168.68,7.23,megawatts,megawatts,percent,3
335,2023-12-29,99177.2,6024.67,6.07,megawatts,megawatts,percent,3
336,2023-12-28,99177.2,6889.88,6.95,megawatts,megawatts,percent,3
337,2023-12-27,99177.2,7042.71,7.1,megawatts,megawatts,percent,3
338,2023-12-26,99177.2,6791.9,6.85,megawatts,megawatts,percent,3
339,2023-12-25,99177.2,6968.52,7.03,megawatts,megawatts,percent,3
340,2023-12-24,99177.2,7264.31,7.32,megawatts,megawatts,percent,3
341,2023-12-23,99177.2,6543.44,6.6,megawatts,megawatts,percent,3
342,2023-12-22,99177.2,6296.68,6.35,megawatts,megawatts,percent,3
343,2023-12-21,99177.2,6377.83,6.43,megawatts,megawatts,percent,3
344,2023-12-20,99177.2,7026.43,7.08,megawatts,megawatts,percent,3
345,2023-12-19,99177.2,8244.06,8.31,megawatts,megawatts,percent,3
346,2023-12-18,99177.2,6719.99,6.78,megawatts,megawatts,percent,3
347,2023-12-17,99177.2,8972.07,9.05,megawatts,megawatts,percent,3
348,2023-12-16,99177.2,9380.96,9.46,megawatts,megawatts,percent,3
349,2023-12-15,99177.2,7882.52,7.95,megawatts,megawatts,percent,3
350,2023-12-14,99177.2,7028.38,7.09,megawatts,megawatts,percent,3
351,2023-12-13,99177.2,7385.1,7.45,megawatts,megawatts,percent,3
352,2023-12-12,99177.2,7133.93,7.19,megawatts,megawatts,percent,3
353,2023-12-11,99177.2,7029.59,7.09,megawatts,megawatts,percent,3
354,2023-12-10,99177.2,7450.97,7.51,megawatts,megawatts,percent,3
355,2023-12-09,99177.2,6225.18,6.28,megawatts,megawatts,percent,3
356,2023-12-08,99177.2,4991.49,5.03,megawatts,megawatts,percent,3
357,2023-12-07,99177.2,4860.08,4.9,megawatts,megawatts,percent,3
358,2023-12-06,99177.2,5500.56,5.55,megawatts,megawatts,percent,3
359,2023-12-05,99177.2,5670.14,5.72,megawatts,megawatts,percent,3
360,2023-12-04,99177.2,5683.08,5.73,megawatts,megawatts,percent,3
361,2023-12-03,99177.2,5062.05,5.1,megawatts,megawatts,percent,3
362,2023-12-02,99177.2,4640.69,4.68,megawatts,megawatts,percent,1
363,2023-12-01,99177.2,5186.82,5.23,megawatts,megawatts,percent,3
364,2023-11-30,99177.2,5499.03,5.54,megawatts,megawatts,percent,3
365,2023-11-29,99177.2,5098.74,5.14,megawatts,megawatts,percent,3
366,2023-11-28,99177.2,5792.3,5.84,megawatts,megawatts,percent,3
367,2023-11-27,99177.2,6101.08,6.15,megawatts,megawatts,percent,3
